8.46292	0.243462	-3.03636	-0.0873504	8.46292	0.243462	8.6	0.25	-3.00029	0
8.42065	0.250609	-3.03129	-0.0534838	8.44818	0.251553	8.45	0.25	-3.00027	0
8.39562	0.334838	-1.3196	1.63653	8.56759	0.241943	8.45	0.25	0	0
8.38383	0.255766	-1.25543	0.0535387	8.45582	0.253997	8.45	0.25	0	0
8.3023	0.254031	-1.55179	0.00671057	8.42544	0.254042	8.35	0.25	-1.81979	0
8.22362	0.249607	-1.54631	-0.0214446	8.23962	0.24916	8.25	0.25	-1.81978	0
8.03	0.24387	-2.63137	-0.0629474	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.88622	0.1856	-2.63789	-0.291855	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.71842	0.175248	-2.90835	-0.276143	7.61269	0.155818	7.7	0.15	-2.99982	0
7.56639	0.160698	-2.91625	-0.278289	7.54016	0.159641	7.55	0.15	-2.99982	0
7.46398	0.141719	-2.43807	-0.286142	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.33285	0.0764161	-2.43273	-0.427852	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.17942	0.0552208	-2.60251	-0.421259	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.03986	-0.0103406	-2.59744	-0.530968	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94339	-0.0473491	-2.16756	-0.555845	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.82864	-0.161687	-2.16322	-0.762109	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.72513	-0.201631	-2.11229	-0.768517	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62227	-0.335599	-2.11457	-1.00047	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.58943	-0.407644	-1.55744	-1.08671	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.51729	-0.538965	-1.55632	-1.27318	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49084	-0.63319	-1.07338	-1.37615	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.42882	-0.849465	-1.0998	-1.71843	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.34829	-0.932847	-1.2802	-1.66582	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.26628	-1.11731	-1.32073	-1.89277	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.35023	-1.31522	-0.110136	-2.33172	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.33777	-1.52874	-0.144299	-2.53939	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.29591	-1.62817	-0.444999	-2.39945	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.257	-1.82818	-0.501604	-2.59393	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.30526	-2.01934	0.0879547	-2.90804	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.31158	-2.18975	0.0819581	-2.96719	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.30557	-2.34241	-0.0185712	-2.90702	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.30952	-2.51722	-0.0149821	-2.94129	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.34824	-2.71438	0.296348	-3.13768	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.38286	-2.86435	0.340438	-3.0819	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.3929	-3.01043	0.263437	-3.02902	6.46536	-3.00452	6.45	-3	0	-2.99754
6.41479	-3.15428	0.283233	-3.00946	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.45844	-3.346	0.50634	-3.16747	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.50589	-3.49192	0.556091	-3.09904	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.56909	-3.69454	0.827554	-3.30097	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.66178	-3.81815	0.944188	-3.15868	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.7071	-3.98398	0.865075	-3.09753	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.79092	-4.10951	0.954996	-2.98724	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.83581	-4.26668	0.896376	-2.94222	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.90902	-4.39315	0.958091	-2.85666	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.93316	-4.52195	0.703143	-2.65573	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.00282	-4.61992	0.784208	-2.54001	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.05342	-4.76635	0.845241	-2.58737	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.11764	-4.88723	0.889086	-2.53445	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.20991	-5.06647	1.21807	-2.80076	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.29179	-5.19501	1.25812	-2.73992	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.34794	-5.33444	1.17919	-2.67522	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.42535	-5.46813	1.20967	-2.64156	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.49557	-5.61568	1.21119	-2.64197	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.59503	-5.7203	1.29369	-2.54282	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.65447	-5.84995	1.22682	-2.4868	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.72915	-5.9744	1.24633	-2.45771	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.83811	-6.14211	1.62881	-2.78735	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.93395	-6.26512	1.66439	-2.74679	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.00997	-6.40032	1.50247	-2.60529	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.12122	-6.50713	1.57498	-2.51635	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.18888	-6.62857	1.46034	-2.41703	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.26672	-6.75899	1.45628	-2.41231	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34408	-6.88973	1.46729	-2.42242	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.43813	-6.99983	1.50362	-2.36797	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
